reclat,reclong
-85.68,-68.71
-85.68,-68.74
-85.68,-68.66
-85.68,-68.59
-85.69,-68.44
-85.68,-68.77
-85.68,-68.78
-85.68,-68.61
-85.68,-68.72
-85.68,-68.78
-85.68,-68.78
-85.68,-68.75
-85.68,-68.36
-85.69,-68.34
-85.66,-69.09
-84.76,-62.52
-84.96,-67.5
-84.78,-62.2
-84.96,-67.54
-84.96,-67.58
-84.64,-61.5
-84.45,-62.84
-84.97,-67.47
-84.96,-67.54
-84.59,-61.81
-84.96,-67.54
-84.96,-67.52
-84.79,-62.25
-84.97,-67.46
-84.97,-67.49
-84.97,-67.45
-84.97,-67.42
-84.58,-61.82
-84.96,-67.46
-84.56,-62
-84.58,-61.82
-85.68,-69.08
-85.68,-68.78
-85.7,-67.67
-85.68,-69.06
-85.69,-68.95
-85.68,-69.05
-85.67,-67.89
-85.68,-68.2
-84.59,-61.81
-84.57,-61.73
-84.96,-67.54
-84.58,-61.82
-84.56,-62.04
-84.58,-61.82
-84.58,-62.15
-84.55,-62.29
-84.53,-62.38
-84.79,-61.88
-85.69,-68.34
-84.97,-67.46
-84.96,-67.57
-30.51,127.43
-30.35,130.1
-30.21,129.97
-30.21,129.87
-30.07,129.85
-30.29,129.96
-30.35,130.03
-30.37,130.08
-30.37,130.08
-30.37,130.08
-30.37,130.08
-30.37,130.08
-30.37,130.06
-30.37,130.08
-30.18,130.09
-30.05,130.22
-25.73,142.95
-30.36,131.37
-84.97,-67.45
-30.49,126.46
-30.75,131.17
-84.96,-67.49
-84.96,-67.53
-84.97,-67.52
-84.96,-67.5
-84.96,-67.58
-84.96,-67.52
-84.97,-67.46
-85.1,-65.44
-84.97,-67.5
-84.96,-67.58
-84.72,-62.46
-84.96,-67.53
-84.97,-67.48
-84.97,-67.51
-84.79,-62.27
-84.72,-64.5
-85.07,-64.47
-31.17,127.75
-85.66,-69.07
-85.69,-68.34
-85.67,-69.01
-85.68,-68.67
-85.69,-68.96
-85.68,-68.77
-85.57,-68.45
-85.69,-68.91
-85.69,-68.96
-85.69,-68.53
-85.68,-68.77
-85.68,-69.06
-85.69,-67.65
-85.63,-68.7
-85.68,-68.74
-85.68,-69.06
-85.68,-68.7
-85.68,-68.86
-85.66,-68.32
-85.68,-69.04
-85.68,-68.09
-85.69,-68.65
-85.69,-68.88
-85.68,-69.07
-85.66,-69.02
-85.66,-69.06
-85.66,-68.67
-85.69,-68.35
-85.66,-69.03
-85.69,-68.34
-85.66,-69.03
-85.65,-69.08
-85.68,-69.08
-85.68,-68.83
-85.64,-68.5
-85.68,-68.82
-85.68,-68.68
-85.68,-68.82
-85.68,-68.75
-85.7,-69.07
-85.68,-68.84
-85.63,-68.7
-85.67,-69.03
-85.68,-68.74
-85.61,-68.22
-85.68,-68.7
-85.7,-68.99
-85.66,-68.86
-85.6,-68.46
-85.69,-68.58
-85.63,-68.7
-85.68,-68.42
-85.69,-68.34
-85.69,-68.34
-85.54,-70.72
-85.67,-69.05
-85.69,-68.34
-85.69,-68.34
-85.69,-68.34
-85.67,-69.01
-85.67,-68.98
-85.67,-68.98
-85.69,-68.94
-85.7,-68.97
-85.69,-68.76
-85.68,-68.41
-85.66,-68.35
-85.58,-68.53
-85.63,-68.7
-85.63,-68.7
-85.69,-69.07
-85.63,-68.7
-85.69,-68.9
-85.56,-68.35
-85.57,-68.49
-85.67,-68.14
-85.68,-69.06
-85.68,-68.84
-85.69,-68.77
-85.63,-68.7
-85.69,-68.71
-85.58,-68.54
-85.69,-69.02
-85.69,-69.06
-86.51,-122.95
-85.57,-68.48
-85.63,-68.7
33.27,-102.9
-85.69,-69.05
-85.62,-68.58
-85.66,-68.48
-85.68,-69.06
-85.65,-68.62
-85.65,-68.6
-85.66,-68.23
-85.56,-68.32
-85.68,-69.06
-85.66,-68.23
-85.66,-68.58
-85.66,-68.6
-85.68,-69.06
-85.65,-68.62
-85.65,-68.66
-85.67,-68.31
30.28,3.62
-85.67,-68.46
-30.08,128.92
-30.29,128.64
25.54,0.5
-84.2,-86
-30.17,126.29
-30.37,126.18
30.97,11.62
30.9,11.78
30.92,11.78
31,11.67
39.28,-102.89
-30.58,125.22
-23.08,14.72
-23.08,14.72
-23.08,14.72
-13.12,-42.29
-30.32,128.37
-30.25,128.64
-30.29,128.57
-30.08,128.83
26.07,0.37
-85.66,-68.33
-85.68,-69.07
-85.66,-68.45
-85.66,-68.17
-85.66,-68.36
-85.68,-69.06
-85.67,-67.93
-85.66,-68.63
-85.68,-69.06
-85.68,-68.8
-85.68,-69.04
-85.68,-69.03
-85.68,-68.23
-85.67,-68.41
-85.65,-68.59
-85.69,-69.1
-85.69,-69.1
-85.69,-68.52
-85.69,-69.01
-85.67,-68.06
-85.68,-69.05
-85.65,-68.6
-85.66,-68.17
-85.68,-68.27
-85.66,-68.54
-85.66,-68.55
-85.68,-69.06
-85.68,-69.06
-85.68,-69.05
-85.6,-68.37
-85.67,-68.29
-85.67,-68.22
-85.67,-68.68
-85.68,-68.18
-85.66,-68.12
-85.65,-68.59
-85.68,-69.04
-85.68,-69.03
-85.66,-68.33
-85.68,-69.05
-85.68,-69.07
-85.63,-68.7
25.53,0.36
25.48,0.71
-86.54,-123.85
-86.53,-123.69
-86.53,-123.69
-86.53,-123.7
-86.52,-123.79
-86.54,-124.22
-24.92,16.98
-25.32,142.44
-30.72,131.52
57.53,49
39.74,-96.36
-85.16,-94.84
-85.16,-94.84
-85.16,-94.62
-85.16,-94.61
-85.16,-94.6
-85.16,-94.59
-86.52,-123.84
-85.16,-94.59
-86.52,-123.97
-86.5,-124.75
-86.51,-122.96
-86.53,-123.09
-86.54,-123.12
-86.54,-123.12
-86.51,-122.93
-86.51,-122.92
-86.52,-122.68
-86.15,-124.29
-86.15,-124.29
-86.15,-124.25
-86.14,-124.29
-86.12,-123.91
-86.13,-123.97
-86.13,-123.39
-86.48,-123.43
-86.48,-123.4
-86.47,-123.46
-86.52,-123.97
25.44,0.49
-85.16,-94.6
-85.16,-94.58
25.16,0.3
25.14,0.4
25.25,0.14
25.23,0.17
25.53,0.6
25.44,0.08
25.43,0.01
25.31,-0.36
25.11,0.31
25.13,0.41
25.14,0.29
24.75,0.2
24.73,0.2
24.72,0.21
25.4,0.53
25.44,0.49
25.46,0.7
25.37,-0.02
-85.16,-94.58
25.39,-0.04
25.49,0.22
-85.16,-94.57
-85.16,-94.56
-85.16,-94.57
-85.16,-94.57
-85.16,-94.56
-85.16,-94.55
-85.17,-94.55
-85.17,-94.55
-85.16,-94.55
-85.16,-94.58
-85.16,-94.58
-85.16,-94.58
-85.16,-94.58
-85.16,-94.57
-85.17,-94.59
30.9,-4.24
25.5,0.66
25.43,-0.09
-85.57,-68.44
-85.63,-68.7
-85.68,-68.53
-85.67,-68.98
-85.68,-69.07
-85.68,-69.06
-85.67,-68.98
-85.68,-68.82
-85.68,-69.09
-85.68,-69.07
-85.68,-69.07
-85.68,-68.74
-85.68,-69.07
-85.68,-69.06
-85.68,-68.83
-85.68,-69.07
-85.68,-68.75
-85.68,-68.74
-85.69,-68.91
-85.68,-69.07
-85.68,-69.08
-85.68,-68.74
-85.68,-68.75
-85.68,-69.07
-85.68,-69.06
-85.68,-69.08
-85.68,-69.07
-85.68,-69.08
-85.68,-69.07
-85.68,-68.75
-85.68,-68.83
-85.67,-68.98
-85.68,-69.07
-85.68,-69.06
-85.68,-68.79
-85.68,-69.08
-85.68,-69.07
-85.68,-68.77
-85.68,-68.74
-85.68,-69.08
-85.68,-69.07
-85.68,-68.75
-85.68,-69.06
-85.68,-68.69
-85.67,-68.11
-85.69,-68.9
-85.69,-68.96
-85.67,-68.71
-85.68,-68.74
-85.69,-67.65
-85.63,-68.7
-85.68,-68.77
-85.68,-68.7
-85.69,-69.1
-85.68,-68.83
-85.69,-69.01
-85.7,-68.85
-85.68,-68.82
-85.68,-68.8
-85.67,-68.69
-85.69,-69.03
-85.69,-67.64
-85.69,-69.02
-85.69,-68.94
-85.68,-68.79
-85.67,-68.75
-85.68,-68.77
-85.7,-68.82
-85.67,-68.02
-85.69,-68.92
-85.69,-67.62
-85.68,-68.27
-85.69,-69.1
-85.67,-68.08
-85.69,-68.93
-85.69,-68.97
-85.68,-68.82
-85.69,-68.89
-85.68,-68.25
-85.69,-67.72
-85.68,-68.79
-85.68,-68.77
-85.69,-68.94
-85.68,-68.8
-85.69,-68.37
-85.68,-68.76
-85.68,-69.07
-85.69,-69.09
-85.69,-69.07
-85.69,-69.08
-85.67,-68.63
-85.69,-69.01
-85.58,-68.4
-85.7,-68.47
-85.69,-69.06
-85.7,-68.97
-85.67,-68.76
-85.67,-68.73
-85.69,-68.35
-85.65,-69.05
-85.69,-68.36
-85.69,-68.91
-85.69,-69.05
-85.69,-68.34
-85.69,-69.1
-85.69,-68.34
-85.7,-68.82
-85.69,-68.34
-85.69,-68.36
-85.69,-69.09
-85.69,-69.1
-85.69,-68.95
-85.69,-68.9
-85.69,-69.09
-85.69,-69.02
-85.69,-68.95
-85.69,-68.34
-85.69,-69.05
-85.69,-69.09
-85.69,-68.91
-85.7,-68.51
-85.69,-68.94
-85.7,-69.02
-85.7,-68.55
-85.69,-68.34
-85.69,-68.85
-85.68,-68.81
-85.63,-68.7
-85.69,-69.1
-85.69,-68.35
-85.69,-68.34
-85.66,-69.04
-85.66,-69.05
-85.63,-68.7
-85.63,-68.7
-85.68,-69.07
-85.68,-69.06
-85.68,-69.09
-85.68,-69.06
-85.68,-69.07
-85.67,-69.09
-85.68,-68.74
-85.68,-69.06
-85.68,-69.05
-85.68,-68.75
-85.68,-69.07
-85.7,-68.96
-85.69,-69.01
-85.63,-68.7
-85.66,-69.02
-85.63,-68.7
-85.69,-68.94
-85.69,-69.03
-85.67,-68.54
-85.7,-68.96
-85.69,-69.02
-85.69,-68.93
-85.69,-69.08
-85.7,-68.73
-85.69,-69.1
-85.68,-68.35
-85.66,-69.06
-85.69,-68.34
-85.69,-68.35
-85.7,-68.97
-85.7,-69
-85.63,-68.7
-85.63,-68.7
-84.96,-67.54
27.35,108.5
-30.27,129.02
-72.96,160.44
-72.96,160.44
-72.96,160.43
-72.96,160.44
-72.96,160.44
-72.95,160.45
-72.95,160.47
-72.96,160.5
-72.95,160.49
-72.95,160.49
-72.99,160.41
-72.95,160.5
-72.99,160.41
-72.95,160.47
-72.96,160.44
-72.95,160.44
-72.95,160.47
-72.96,160.44
-72.95,160.49
-72.96,160.44
-72.96,160.48
-72.96,160.47
-30.6,130.07
-33.87,121.92
-72.95,160.5
-30.61,130.08
-72.95,160.49
-72.95,160.47
-29.92,129.83
41.35,-99.12
-33.68,121.8
-30.7,130.46
-30.67,129.46
30.36,5.3
24.95,6.94
30.13,4.48
30.06,4.56
29.71,4.19
29.74,4.22
-72.95,160.48
29.54,4.23
29.76,4.21
29.7,4.06
29.68,4.03
-30.73,128.92
-72.96,160.44
-72.96,160.45
-72.96,160.44
-72.95,160.44
-72.95,160.45
-72.95,160.47
-72.95,160.44
29.76,4.24
-30.6,129.97
-72.95,160.45
25.5,25.42
-30.6,129.58
26.2,25.67
-30.67,129.46
26.05,25.67
-30.57,129.31
-30.57,129.64
-30.42,129.82
-30.26,129.81
-30.23,129.08
-30.28,129.57
-30.7,129.47
-30.66,129.12
-30.17,129.04
-30.57,129.71
-30.23,130.6
-30.52,129.19
-30.55,129.19
-30.17,130.71
-30.55,129.22
-30.51,130.4
-30.13,129.06
-30.17,129.5
-30.52,129.54
-30.53,129.42
-30.17,129.54
-30.75,128.08
26.75,8.88
-30.22,129.72
-19.12,145.42
-30.75,128.08
-30.75,128.08
-30.75,128.08
48.65,-3.92
34.54,-102.59
-30.08,129.1
-30.59,129.59
-30.51,130.4
-30.75,128.08
-76.22,158.38
-76.22,158.38
-76.24,158.66
-76.23,158.38
-76.22,158.38
-76.24,158.25
-76.22,158.38
-76.27,158.17
-76.23,158.1
-76.22,158.38
-76.22,158.37
-76.25,157.91
-76.22,158.38
-76.22,157.79
-76.22,158.38
27.48,4.2
-76.24,158.23
-76.22,158.38
-76.22,158.38
-76.25,158.6
35.25,-118.09
-76.22,158.38
-76.22,158.38
-76.22,157.81
25.46,0.08
25.4,0.61
-76.24,158.16
25.47,0.08
-76.24,158.09
-76.22,158.38
-76.22,158.38
-76.24,158.15
-76.24,158.16
-76.22,158.05
-76.22,158.38
-76.22,158.38
-76.23,158.1
-76.23,158.33
-30.16,126.41
-30.15,126.43
-30.16,126.41
-30.2,126.5
-30.16,126.39
-30.17,126.4
25.22,0.31
25.26,-0.19
25.14,0.04
25.15,0.05
25.29,-0.21
25.6,0.4
-76.23,158.1
25.45,0.4
25.54,0.14
25.53,0.09
25.46,-0.14
25.47,0.06
25.47,0.07
25.47,0.07
25.52,0.32
-76.26,158.58
-75.32,162
-76.23,158.53
27.58,4
27.48,3.92
27.65,4.01
27.67,4.19
27.72,4.49
27.71,4.25
27.55,4.05
27.47,3.86
27.59,3.99
27.62,4.19
-30.72,127.93
-30.74,127.95
-30.73,127.94
-30.73,127.94
-30.73,127.95
-30.76,127.95
-30.76,127.94
-30.76,127.94
-30.76,127.95
-30.78,127.94
-30.77,127.95
27.63,4.04
27.71,4.17
27.68,4.42
27.59,4.15
27.51,4.6
27.58,4.53
27.46,3.89
27.55,3.82
27.55,4
27.59,4.4
27.69,4.24
27.7,4.19
27.66,4.1
27.6,4
-30.76,127.95
27.58,3.97
27.68,4.25
27.65,4.2
27.56,4.01
27.49,3.9
27.43,3.82
27.69,4.18
27.62,4.03
27.6,3.99
27.59,3.96
27.53,3.9
27.51,3.84
-30.74,127.95
-30.17,126.08
-30.17,128.08
-30.29,126.59
-30.71,140.15
-30.71,140.15
-30.71,140.15
-30.71,140.15
-30.71,140.15
-26.22,122.5
-14.26,-49.16
61.03,6.05
56.38,120.47
-30.28,126.52
-14.53,-48.77
-76.23,158.06
-76.24,158.15
31.7,-110.78
-76.24,158.16
-76.25,157.89
-76.22,158.41
-76.23,158.53
-27.87,141.73
-76.23,158.1
-76.26,158.57
29.47,-105.8
-76.22,158.38
30.67,-5.17
-76.03,160.18
-30.17,128.07
-30.15,128.07
31.74,-110.75
-25.3,133.2
29.91,29.91
-27.83,150.33
-76.97,162
-76.97,162
-76.97,162
-76.97,162
-76.03,160.18
34.5,-116.95
-30.13,127.41
-30.14,127.39
-30.13,127.41
-30.12,127.39
-30.78,127.7
41.28,-73.92
35.57,133.22
1.07,34.17
54.25,84.33
-71.5,35.67
-30.93,127.5
50.65,-109.9
-76.22,157.82
27.43,4.12
-76.02,155.99
-76.05,156.06
-76.06,156.03
-76.06,156.31
-76.02,155.73
-76.07,155.88
-76.05,156.34
-76.05,156.33
-76.08,156.02
-76.05,156.34
-76.07,156.09
-76.04,156.27
-76.05,156.43
-76.07,156.01
-76.03,155.79
-76.06,156.31
-76.04,156.03
-76.04,156.2
-76.08,155.99
-76.11,155.98
-76.07,156.17
-76.05,156.36
-76.06,155.86
-76.01,155.66
-76.05,156.01
-76.03,156
-76.05,156.01
-76.03,156.02
-76.07,155.93
-76.02,155.89
-76.04,156.11
-76.03,156.01
-76.04,156.13
-76.02,155.7
-76.04,155.84
-76.01,155.74
-76.04,156.13
-85.63,157.17
-76.05,156.27
-76.03,155.91
-76.07,156.01
-76.06,156.03
-76.06,156.28
-75.99,155.57
-76.04,156.12
-76.05,155.97
-76.03,155.91
-76.04,155.91
-76.05,156.19
-76.05,156.45
-76.01,155.81
-76.05,156.42
-76.09,156
-76.07,156.02
-76.05,156.16
-76.04,156.08
-76.04,156.13
-76.06,156.08
-76.03,156.19
-76.04,156.12
-76.04,156.07
-76.08,156.06
-76.07,156.01
28.42,-105.08
-76.08,156.23
-76.05,156.19
-76.02,155.88
-76.05,156.09
-76.04,156.13
-76.04,156.32
-76.03,156.2
-76.05,156.19
-76.08,156.06
-76.04,156.3
-76.01,155.85
-76.06,156.02
-76.06,156.34
-76.11,155.99
-76.07,156.07
-76.05,156.22
-76.05,156.43
-76.11,156
-76.1,156.17
-76.04,156.3
-76.06,156.26
-76.1,155.99
-76.11,156.02
-76.05,156.23
-76.05,156.34
-76.04,156.24
-76.03,156.03
-76.1,156.25
-76.06,156.05
-76.04,156.12
-76.11,156.03
-76.04,156.09
-76.09,156.17
-76.04,156.13
-76.04,156.15
-76.04,156.11
-76.03,156.03
-76.05,156.46
-76.06,156.01
-76.02,155.97
-76.1,156.23
-76.05,155.86
-76.08,156.02
-76.02,156.02
-76.05,156.45
-75.32,162
-76.02,155.86
32.91,-101.92
34.08,-103.5
34.08,-103.5
34.08,-103.5
-76.08,156.02
-75.32,162
-76.04,155.94
-76.02,156.03
-76.06,155.98
-76.06,156
-76.04,156.02
-85.63,157.17
-76.06,155.96
-76.18,157.17
-76.05,156.03
-76.03,156.04
-76.04,156.05
-76.02,155.96
-76.05,156.03
-76.06,156.03
-76.04,156.07
-76.24,158.15
-75.32,162
-75.32,162
-76.04,156.14
-76.02,155.8
-76.05,156.26
-76.03,156.02
-76.03,156.3
-76.05,156.45
-76.02,155.98
-76.04,156.27
-76.02,155.98
-76.02,155.98
-75.32,162
-76.03,156.04
-76.08,156.02
-75.32,162
-75.32,162
-76.02,155.88
-76.05,156.03
-76.05,156.03
-76.08,156.02
-76.08,156.02
-75.32,162
-76.08,156.02
-76.02,156.03
-30.13,127.38
-76.05,156.01
-76.04,155.87
-76.02,155.74
-76.04,155.95
-76.04,156.3
-76.03,156.02
-76.07,156
-76.03,156.04
-76.03,156.04
-76.02,156.03
-76.04,156.05
-76.05,156.03
-76.05,156.03
-76.02,155.98
-76.01,155.71
-76.03,155.91
-76.01,155.81
-76.01,155.83
-76.02,155.88
-76.03,156.03
-76.05,156.26
-76.05,156.26
-76.04,155.9
-76.05,156.26
-76.01,155.76
-76.01,155.84
-76.03,156.14
-76.02,155.99
-76.01,155.85
-76.05,156.03
-76.03,156.03
-76.04,156.04
-76.05,156.02
-76.06,156.01
-76.03,156.05
-76.02,156.03
-76.05,156.06
-76.04,156.02
-76.06,156.01
-76.04,156.02
-76.05,156.01
-76.05,156.03
-76.03,156.03
-76.05,156.02
-76.04,156.01
-76.05,156
-76.06,155.97
-76.04,156.01
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84.61,161.95
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.56,129.64
-84,168
-84.27,161.69
-84.27,161.69
-84.27,161.68
-84.27,161.41
-84.27,161.68
-84.27,161.41
-84.27,161.68
-84.28,161.37
-84.27,161.41
-84.26,161.39
-84.27,161.4
-84.29,161.37
-84.24,161.45
-84.24,161.48
-84.27,161.4
-84.27,161.41
-84.27,161.68
-84.27,161.69
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.69
-84.27,161.41
-84.27,161.68
-84.26,161.35
-84.27,161.68
-84.27,161.69
-84.27,161.41
-84.26,161.36
-84.24,161.51
-84.27,161.68
-84.27,161.69
-84.27,161.69
-84.24,161.45
-84.24,161.45
-84.29,161.33
-84.27,161.69
-30.32,129.73
-30.55,129.65
-30.33,129.68
-30.32,129.68
-30.35,129.65
-30.43,129.55
-30.43,129.6
-30.38,129.52
-30.38,129.7
-30.38,129.68
-30.35,129.67
-30.33,129.5
-30.28,129.53
-30.41,129.34
-30.61,129.63
-30.33,129.77
-84.27,161.69
-30.38,129.82
-30.43,129.77
34.1,-103.58
-30.32,128.38
-30.3,128.53
-30.3,128.53
-30.07,128.98
-30.52,128.46
-30.52,128.48
-30.08,128.92
-30.43,129.5
-30.47,129.68
-30.48,129.63
-30.47,129.8
-30.47,129.8
-30.47,129.78
-30.47,129.72
-30.33,129.8
-84.27,161.68
-84.24,161.44
-84.27,161.69
-84.6,162.19
-84,168
-84,168
-84,168
-84,168
-30.97,126.25
-84.26,161.45
-84.27,161.72
-84.27,161.68
-84.29,161.37
-84.38,162.08
-84.27,161.72
-84.27,161.68
-84.27,161.68
-84.27,161.41
-84,168
-84.27,161.68
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84.27,161.68
-84.27,161.69
-84.23,161.48
-84.27,161.68
-84.27,161.68
-84.25,161.39
-84.27,161.69
-84.36,161.25
-84.27,161.69
-84.27,161.69
-84.27,161.68
-84.27,161.69
-84.27,161.69
-84.27,161.68
-84.27,161.69
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.69
-84.27,161.68
-84.27,161.69
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.69
-84.27,161.69
-84.27,161.68
-84.27,161.41
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.68
-84.27,161.69
-84.27,161.69
-84.27,161.68
-84.27,161.69
-84,168
-84,168
-84.58,162.56
-84.58,162.57
-84.63,162.53
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.57,162.25
-84.58,162.56
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.63,162.53
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.63,162.53
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.63,162.53
-84.58,162.56
-84.57,162.05
-84.59,162.36
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.57,162.25
-84.57,162.05
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.56
-84.58,162.56
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.56
-84.58,162.56
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.57,162.05
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.56
-84.58,162.57
-84.58,162.57
-84.63,162.53
-84.57,162.02
-84.6,162.17
-84.58,162.96
-84,168
-84.63,162.5
-84.63,162.51
-84.63,162.5
-84.63,162.51
-84.57,162.09
-84.62,162.25
-84.61,162.39
-84.63,162
-84.62,162.09
-84.59,162.59
-84,168
-84.62,162.21
-84.61,162.18
-84.58,162.03
-84.6,162.4
-84.62,161.9
-84.63,162
-84.62,162.05
-84.59,162.34
-84.62,161.91
-84,168
-30.46,126.38
-30.47,126.39
-30.49,126.39
-30.9,126.45
-84.62,162.23
-84.58,162.57
-84.6,162.15
-84.62,162.02
-84.58,162.57
-84.61,162.14
-84.59,162.25
-84.61,162.37
-84.63,162.51
-84.62,162.45
-84.58,162.94
-84.63,162.49
-84.62,162.44
-84.54,162.7
-84.62,162.43
-84,168
-84.58,162.57
-84.61,161.89
-84,168
-84.58,162.61
-84.58,162.04
-84.58,162.57
-84.6,162.2
-84.58,162.65
-84.57,162.15
-84.58,162.56
-84.57,162.14
-84.57,162.14
-84.58,162.08
-84.57,162.14
-84.58,162.09
-84.63,162.53
-84.6,162.18
-84.63,162.53
-84.6,162.2
-84.63,162.53
-84.63,162.53
-84.63,162.53
-84.58,162.64
-84.58,162.07
-84.58,162.05
-84.57,162.13
-84.58,162.06
-84.58,162.05
-84.63,162.05
-84.58,162.59
-84.58,162.94
-84,168
-84.57,162.14
-84.57,162.5
-84.59,162.55
-84.57,162.15
-84.58,162.02
-84.62,162.02
-84.58,162.08
-84.6,162.23
-84.58,162.67
-84.58,162.95
-84.57,162.49
-84.58,162.06
-84.59,162.26
-84.58,162.57
-84,168
-84.58,162.57
-84.58,162.57
-84,168
-84,168
-84,168
-84,168
-84.6,162.22
-84.58,162.61
-84.6,162.19
-84.6,162.19
-84,168
-84.58,162.08
-84.6,162.18
-84.58,162.06
-84.58,162.62
-84.6,162.16
-84.57,162.5
-84.58,162.54
-84.6,162.17
-84.58,162.54
-84.58,162.04
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.42,129.85
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84.61,162.13
-84.57,162.5
-84.59,162.25
-84.58,162.04
-84.6,162.2
-84.61,162.12
-84.58,162.61
-84.58,162.06
-84.6,162.21
-84.6,162.18
-84.6,162.2
-84.61,162.12
-84.59,162.25
-84,168
-84.61,162.13
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84.59,162.25
-84,168
-84.6,162.19
-84.6,162.17
-84.58,162.02
-84.57,162.5
-84.6,162.19
-84.61,162.08
-84.57,162.5
-84.58,162.61
-84.61,162.12
-84.61,162.13
-84.59,162.24
-84.61,162.11
-84,168
-84.6,162.2
-84.61,161.94
-84.59,162.23
-84.6,162.17
-84.58,162.61
-84.57,162.07
-84.57,162.5
-84.61,162.13
-84.58,162.08
-84,168
-84.58,162.05
-84.59,162.24
-84.58,162.57
-84.59,162.32
-84.58,162.57
-84.59,162.23
-84.6,162.2
-84.6,162.18
-84.58,162.62
-84.58,162.09
-84.59,162.23
-84.59,162.25
-84.59,162.25
-84.58,162.63
-84.62,162.08
-84.58,162.62
-84.57,162.02
-84.58,162.62
-84.58,162.08
-84.58,162.63
-84.58,162.03
-84.58,162.57
-84.61,162.08
-84.58,162.57
-84.57,162.19
-84.58,162.56
-84.58,162.94
-84.58,162.57
-84.57,162.02
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.66,160.26
-84.58,162.57
-84.63,162.51
-84.58,162.01
-84.58,162.57
-84.57,162.17
-84.58,162.58
-84.58,162
-84.58,161.98
-84.59,162.31
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.57
-84.58,162.03
-84.59,162.25
-84.59,162.24
-84.58,162.03
-84.59,162.24
-84.58,162.63
-84.59,162.25
-84,168
-84.62,162.23
-84.59,162.24
-84.57,162.07
-84.59,162.24
-84.59,162.25
-84.6,162.19
-84.58,162.56
-84.58,162.63
-84.57,162.07
-84.59,162.34
-84.59,162.24
-84.58,162.08
-84.62,162.08
-84.59,162.25
-84.59,162.37
-84.62,162.08
-84.6,162.21
-84.59,162.25
-84.59,162.36
-84.58,162.05
-84.57,162.09
-84.59,162.29
-84.58,162.62
-84.58,162.63
-84.59,162.25
-84.58,162.62
-84.59,162.25
-84.59,162.23
-84.61,162.12
-84.6,162.2
-84.59,162.24
-84.57,162.08
-84.59,162.25
-84.58,162.62
-84.59,162.25
-84.6,162.31
-84.59,162.31
34.28,-103.52
-84,168
19.97,-103.05
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.11,126.84
-30.12,126.84
-30.32,126.61
-30.32,126.61
-30.32,126.61
-30.11,126.53
-30.31,126.58
-30.37,126.61
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
