,year,id,recclass,mass (g),fall,reclat,reclong,GeoLocation
6385,1998,6161,H6,53.0,Found,27.13,16.02,"27.13, 16.02"
6384,1998,6160,LL4,566.0,Found,27.04,16.26,"27.04, 16.26"
6383,1998,6159,H5,1492.0,Found,27.27,16.36,"27.27, 16.36"
6382,1998,6158,L6,434.0,Found,27.28,16.17,"27.28, 16.17"
6381,1998,6157,H4,44000.0,Found,26.85,16.73,"26.85, 16.73"
6380,1998,6156,Eucrite-mmict,696.0,Found,26.89,16.58,"26.89, 16.58"
6379,1998,6155,L6,1870.0,Found,26.97,16.36,"26.97, 16.36"
6378,1998,6154,L6,161.0,Found,27.31,15.99,"27.31, 15.99"
6377,1998,6153,H5,1362.0,Found,26.88,16.7,"26.88, 16.7"
6376,1998,6152,LL5,161.0,Found,27.03,16.28,"27.03, 16.28"
6375,1998,6151,H4,180.0,Found,26.98,16.31,"26.98, 16.31"
6374,1998,6150,H5,304.0,Found,26.88,16.67,"26.88, 16.67"
6372,1998,6148,CO3,131.0,Found,27.07,16.07,"27.07, 16.07"
6185,1998,5960,CK5,946.0,Found,27.35,16.09,"27.35, 16.09"
6184,1998,5959,Eucrite-pmict,400.0,Found,27.38,16.18,"27.38, 16.18"
16402,1998,11906,LL6,9830.0,Found,65.38,-146.27,"65.38, -146.27"
12920,1998,11106,Eucrite-br,58.7,Found,-86.72,-141.5,"-86.72, -141.5"
12919,1998,11105,Eucrite-br,63.7,Found,-86.72,-141.5,"-86.72, -141.5"
12918,1998,11104,H6,86.0,Found,-86.72,-141.5,"-86.72, -141.5"
12917,1998,11103,H6,80.0,Found,-86.72,-141.5,"-86.72, -141.5"
12916,1998,11102,H6,70.3,Found,-86.72,-141.5,"-86.72, -141.5"
12915,1998,11101,L5,7.3,Found,-86.72,-141.5,"-86.72, -141.5"
12914,1998,11100,Diogenite,12.7,Found,-86.72,-141.5,"-86.72, -141.5"
12913,1998,11099,L6,35.0,Found,-86.72,-141.5,"-86.72, -141.5"
12912,1998,11098,L6,47.6,Found,-86.72,-141.5,"-86.72, -141.5"
12911,1998,11097,H6,13.9,Found,-86.72,-141.5,"-86.72, -141.5"
12910,1998,11096,L6,15.2,Found,-86.72,-141.5,"-86.72, -141.5"
12909,1998,11095,Eucrite-br,41.1,Found,-86.72,-141.5,"-86.72, -141.5"
12908,1998,11094,CK4,7.0,Found,-86.72,-141.5,"-86.72, -141.5"
12921,1998,11107,L6,44.9,Found,-86.72,-141.5,"-86.72, -141.5"
12907,1998,11093,L6,38.6,Found,-86.72,-141.5,"-86.72, -141.5"
12905,1998,11091,H5,26.7,Found,-86.72,-141.5,"-86.72, -141.5"
12904,1998,11090,Eucrite-unbr,779.2,Found,-86.72,-141.5,"-86.72, -141.5"
12903,1998,11089,Eucrite-br,12.9,Found,-86.72,-141.5,"-86.72, -141.5"
12902,1998,11088,H6,45.9,Found,-86.72,-141.5,"-86.72, -141.5"
12901,1998,11087,L6,31.9,Found,-86.72,-141.5,"-86.72, -141.5"
12900,1998,11086,L6,7.2,Found,-86.72,-141.5,"-86.72, -141.5"
12899,1998,11085,H5,40.4,Found,-86.72,-141.5,"-86.72, -141.5"
12898,1998,11084,H5,20.7,Found,-86.72,-141.5,"-86.72, -141.5"
12897,1998,11083,H5,20.8,Found,-86.72,-141.5,"-86.72, -141.5"
12896,1998,11082,H5,42.4,Found,-86.72,-141.5,"-86.72, -141.5"
12895,1998,11081,H4,60.8,Found,-86.72,-141.5,"-86.72, -141.5"
12894,1998,11080,Eucrite-br,64.6,Found,-86.72,-141.5,"-86.72, -141.5"
12893,1998,11079,H3.8,22.3,Found,-86.72,-141.5,"-86.72, -141.5"
12906,1998,11092,H6,17.9,Found,-86.72,-141.5,"-86.72, -141.5"
12922,1998,11108,L6,66.5,Found,-86.72,-141.5,"-86.72, -141.5"
12923,1998,11109,H5,89.5,Found,-86.72,-141.5,"-86.72, -141.5"
12924,1998,11110,L6,78.4,Found,-86.72,-141.5,"-86.72, -141.5"
12953,1998,11139,H6,79.7,Found,-86.72,-141.5,"-86.72, -141.5"
12952,1998,11138,H5,6.7,Found,-86.72,-141.5,"-86.72, -141.5"
12951,1998,11137,L6,9.2,Found,-86.72,-141.5,"-86.72, -141.5"
12950,1998,11136,H5,3.6,Found,-86.72,-141.5,"-86.72, -141.5"
12949,1998,11135,H6,16.1,Found,-86.72,-141.5,"-86.72, -141.5"
12948,1998,11134,H6,13.9,Found,-86.72,-141.5,"-86.72, -141.5"
12947,1998,11133,L6,11.0,Found,-86.72,-141.5,"-86.72, -141.5"
12946,1998,11132,L6,9.1,Found,-86.72,-141.5,"-86.72, -141.5"
12945,1998,11131,H6,41.5,Found,-86.72,-141.5,"-86.72, -141.5"
12944,1998,11130,H6,63.8,Found,-86.72,-141.5,"-86.72, -141.5"
12943,1998,11129,H5,9.8,Found,-86.72,-141.5,"-86.72, -141.5"
12942,1998,11128,H6,16.4,Found,-86.72,-141.5,"-86.72, -141.5"
12941,1998,11127,H5,2.7,Found,-86.72,-141.5,"-86.72, -141.5"
12940,1998,11126,H6,25.7,Found,-86.72,-141.5,"-86.72, -141.5"
12939,1998,11125,H5,22.4,Found,-86.72,-141.5,"-86.72, -141.5"
12938,1998,11124,H6,18.7,Found,-86.72,-141.5,"-86.72, -141.5"
12937,1998,11123,H6,14.6,Found,-86.72,-141.5,"-86.72, -141.5"
12936,1998,11122,Eucrite-br,26.1,Found,-86.72,-141.5,"-86.72, -141.5"
12935,1998,11121,L4,45.1,Found,-86.72,-141.5,"-86.72, -141.5"
12934,1998,11120,H5,19.6,Found,-86.72,-141.5,"-86.72, -141.5"
12933,1998,11119,H5,17.5,Found,-86.72,-141.5,"-86.72, -141.5"
12932,1998,11118,H5,26.2,Found,-86.72,-141.5,"-86.72, -141.5"
12931,1998,11117,H5,17.4,Found,-86.72,-141.5,"-86.72, -141.5"
12930,1998,11116,H5,5.8,Found,-86.72,-141.5,"-86.72, -141.5"
12929,1998,11115,L6,14.8,Found,-86.72,-141.5,"-86.72, -141.5"
12928,1998,11114,H6,12.9,Found,-86.72,-141.5,"-86.72, -141.5"
12927,1998,11113,H5,48.0,Found,-86.72,-141.5,"-86.72, -141.5"
12926,1998,11112,L6,42.5,Found,-86.72,-141.5,"-86.72, -141.5"
12925,1998,11111,L6,45.4,Found,-86.72,-141.5,"-86.72, -141.5"
12892,1998,11078,L6,32.3,Found,-86.72,-141.5,"-86.72, -141.5"
12891,1998,11077,L6,43.7,Found,-86.72,-141.5,"-86.72, -141.5"
12890,1998,11076,L6,42.3,Found,-86.72,-141.5,"-86.72, -141.5"
12889,1998,11075,H6,23.0,Found,-86.72,-141.5,"-86.72, -141.5"
12857,1998,11043,H5,171.9,Found,-86.72,-141.5,"-86.72, -141.5"
12856,1998,11042,H3.8,337.4,Found,-86.72,-141.5,"-86.72, -141.5"
12855,1998,11041,L6,2341.9,Found,-86.72,-141.5,"-86.72, -141.5"
37909,1998,23895,CR,106.0,Found,35.92,-114.43,"35.92, -114.43"
12854,1998,11040,H6,702.1,Found,-86.72,-141.5,"-86.72, -141.5"
12853,1998,11039,H5,594.1,Found,-86.72,-141.5,"-86.72, -141.5"
12852,1998,11038,L6,657.6,Found,-86.72,-141.5,"-86.72, -141.5"
12851,1998,11037,H4,260.4,Found,-86.72,-141.5,"-86.72, -141.5"
12850,1998,11036,Eucrite-br,27.5,Found,-86.72,-141.5,"-86.72, -141.5"
12849,1998,11035,Eucrite-br,102.9,Found,-86.72,-141.5,"-86.72, -141.5"
12848,1998,11034,Eucrite-br,92.6,Found,-86.72,-141.5,"-86.72, -141.5"
12847,1998,11033,L6,1081.5,Found,-86.72,-141.5,"-86.72, -141.5"
12846,1998,11032,H5,542.6,Found,-86.72,-141.5,"-86.72, -141.5"
12845,1998,11031,Eucrite-br,72.8,Found,-86.72,-141.5,"-86.72, -141.5"
12844,1998,11030,H6,118.6,Found,-86.72,-141.5,"-86.72, -141.5"
12843,1998,11029,Eucrite-br,107.9,Found,-86.72,-141.5,"-86.72, -141.5"
12842,1998,11028,L6,182.2,Found,-86.72,-141.5,"-86.72, -141.5"
12841,1998,11027,L5,248.4,Found,-86.72,-141.5,"-86.72, -141.5"
12840,1998,11026,H6,416.3,Found,-86.72,-141.5,"-86.72, -141.5"
12839,1998,11025,Eucrite-br,123.2,Found,-86.72,-141.5,"-86.72, -141.5"
12838,1998,11024,Ureilite,1699.5,Found,-86.72,-141.5,"-86.72, -141.5"
12837,1998,11023,H4,2309.8,Found,-86.72,-141.5,"-86.72, -141.5"
12836,1998,11022,Howardite,32.6,Found,-86.72,-141.5,"-86.72, -141.5"
12835,1998,11021,L5,8.9,Found,-86.72,-141.5,"-86.72, -141.5"
12834,1998,11020,Acapulcoite,22.4,Found,-86.72,-141.5,"-86.72, -141.5"
12833,1998,11019,H6,14.8,Found,-86.72,-141.5,"-86.72, -141.5"
12832,1998,11018,Eucrite-br,68.4,Found,-86.72,-141.5,"-86.72, -141.5"
12831,1998,11017,CR2,14.4,Found,-86.72,-141.5,"-86.72, -141.5"
12830,1998,11016,H3.8,59.1,Found,-86.72,-141.5,"-86.72, -141.5"
12858,1998,11044,Eucrite-br,63.6,Found,-86.72,-141.5,"-86.72, -141.5"
12954,1998,11140,H6,36.9,Found,-86.72,-141.5,"-86.72, -141.5"
12859,1998,11045,H6,145.5,Found,-86.72,-141.5,"-86.72, -141.5"
12861,1998,11047,Eucrite-br,140.8,Found,-86.72,-141.5,"-86.72, -141.5"
12888,1998,11074,H6,13.5,Found,-86.72,-141.5,"-86.72, -141.5"
12887,1998,11073,H6,87.5,Found,-86.72,-141.5,"-86.72, -141.5"
12886,1998,11072,H5,91.8,Found,-86.72,-141.5,"-86.72, -141.5"
12885,1998,11071,H6,3.7,Found,-86.72,-141.5,"-86.72, -141.5"
12884,1998,11070,L6,7.5,Found,-86.72,-141.5,"-86.72, -141.5"
12883,1998,11069,L6,24.9,Found,-86.72,-141.5,"-86.72, -141.5"
12882,1998,11068,H6,29.2,Found,-86.72,-141.5,"-86.72, -141.5"
12881,1998,11067,H5,20.6,Found,-86.72,-141.5,"-86.72, -141.5"
12880,1998,11066,CM2,51.9,Found,-86.72,-141.5,"-86.72, -141.5"
12879,1998,11065,H6,6.5,Found,-86.72,-141.5,"-86.72, -141.5"
12878,1998,11064,H6,29.9,Found,-86.72,-141.5,"-86.72, -141.5"
12877,1998,11063,H6,64.3,Found,-86.72,-141.5,"-86.72, -141.5"
12876,1998,11062,H6,16.3,Found,-86.72,-141.5,"-86.72, -141.5"
12875,1998,11061,H6,42.5,Found,-86.72,-141.5,"-86.72, -141.5"
12874,1998,11060,L6,51.6,Found,-86.72,-141.5,"-86.72, -141.5"
12873,1998,11059,Eucrite-br,53.2,Found,-86.72,-141.5,"-86.72, -141.5"
12872,1998,11058,L6,18.2,Found,-86.72,-141.5,"-86.72, -141.5"
12871,1998,11057,H6,53.6,Found,-86.72,-141.5,"-86.72, -141.5"
12870,1998,11056,H6,42.7,Found,-86.72,-141.5,"-86.72, -141.5"
12869,1998,11055,H6,41.1,Found,-86.72,-141.5,"-86.72, -141.5"
45637,1998,40723,H5,6.92,Found,0.0,0.0,"0.0, 0.0"
12867,1998,11053,L6,121.5,Found,-86.72,-141.5,"-86.72, -141.5"
45317,1998,40285,LL-melt breccia,9.6,Found,0.0,0.0,"0.0, 0.0"
45318,1998,40286,L-melt breccia,3.45,Found,0.0,0.0,"0.0, 0.0"
12866,1998,11052,H6,54.0,Found,-86.72,-141.5,"-86.72, -141.5"
12865,1998,11051,H5,67.9,Found,-86.72,-141.5,"-86.72, -141.5"
12864,1998,11050,L5,105.7,Found,-86.72,-141.5,"-86.72, -141.5"
12863,1998,11049,L6,65.1,Found,-86.72,-141.5,"-86.72, -141.5"
12862,1998,11048,H6,177.9,Found,-86.72,-141.5,"-86.72, -141.5"
12860,1998,11046,Eucrite-br,103.4,Found,-86.72,-141.5,"-86.72, -141.5"
12828,1998,11014,H5,62.7,Found,-86.72,-141.5,"-86.72, -141.5"
12955,1998,11141,H6,52.8,Found,-86.72,-141.5,"-86.72, -141.5"
12957,1998,11143,H4,35.1,Found,-86.72,-141.5,"-86.72, -141.5"
45242,1998,40191,H5,190.5,Found,0.0,0.0,"0.0, 0.0"
45241,1998,40189,H6,4.98,Found,0.0,0.0,"0.0, 0.0"
45240,1998,40187,H5,6.98,Found,0.0,0.0,"0.0, 0.0"
45239,1998,40186,LL6,5.01,Found,0.0,0.0,"0.0, 0.0"
45238,1998,40185,H5,34.54,Found,0.0,0.0,"0.0, 0.0"
45237,1998,40184,H5,24.26,Found,0.0,0.0,"0.0, 0.0"
45236,1998,40183,H5,25.88,Found,0.0,0.0,"0.0, 0.0"
45235,1998,40181,H5,4.4,Found,0.0,0.0,"0.0, 0.0"
45234,1998,40180,H6,5.19,Found,0.0,0.0,"0.0, 0.0"
45233,1998,40179,H6,89.13,Found,0.0,0.0,"0.0, 0.0"
45232,1998,40178,H5,4.06,Found,0.0,0.0,"0.0, 0.0"
45231,1998,40177,H6,7.1,Found,0.0,0.0,"0.0, 0.0"
45230,1998,40174,L6,9.98,Found,0.0,0.0,"0.0, 0.0"
45243,1998,40194,H5,8.19,Found,0.0,0.0,"0.0, 0.0"
45229,1998,40173,H/L6,6.91,Found,0.0,0.0,"0.0, 0.0"
45227,1998,40167,H5,9.98,Found,0.0,0.0,"0.0, 0.0"
45226,1998,40166,H5,6.87,Found,0.0,0.0,"0.0, 0.0"
45225,1998,40165,H6,11.25,Found,0.0,0.0,"0.0, 0.0"
45224,1998,40163,H5,60.63,Found,0.0,0.0,"0.0, 0.0"
45223,1998,40162,H4,91.7,Found,0.0,0.0,"0.0, 0.0"
45222,1998,40161,H4,3.25,Found,0.0,0.0,"0.0, 0.0"
21737,1998,14738,L5,3.4,Found,34.5,-116.96,"34.5, -116.96"
21738,1998,14739,LL6,12.5,Found,34.51,-116.96,"34.51, -116.96"
21740,1998,14740,L5,4.1,Found,34.51,-116.95,"34.51, -116.95"
45221,1998,40159,H4,197.2,Found,0.0,0.0,"0.0, 0.0"
45220,1998,40157,H3,52.21,Found,0.0,0.0,"0.0, 0.0"
45219,1998,40156,Eucrite-br,13.61,Found,0.0,0.0,"0.0, 0.0"
45218,1998,40155,LL-melt breccia,16.87,Found,0.0,0.0,"0.0, 0.0"
45228,1998,40170,H5,15.92,Found,0.0,0.0,"0.0, 0.0"
45244,1998,40195,H4,10.71,Found,0.0,0.0,"0.0, 0.0"
45245,1998,40196,H5,7.4,Found,0.0,0.0,"0.0, 0.0"
45246,1998,40199,H3,3.47,Found,0.0,0.0,"0.0, 0.0"
6183,1998,5958,H5,605.0,Found,27.37,16.24,"27.37, 16.24"
45248,1998,40201,H4,11.08,Found,0.0,0.0,"0.0, 0.0"
6182,1998,5957,L6,584.0,Found,27.82,15.88,"27.82, 15.88"
6181,1998,5956,L4,69.0,Found,27.42,16.29,"27.42, 16.29"
6180,1998,5955,H6,157.0,Found,27.41,16.27,"27.41, 16.27"
6179,1998,5954,"Iron, IAB complex",5100.0,Found,28.14,15.82,"28.14, 15.82"
45312,1998,40277,H5,4.65,Found,0.0,0.0,"0.0, 0.0"
6178,1998,5953,H3.5,193.0,Found,27.93,15.87,"27.93, 15.87"
6177,1998,5952,L6,585.0,Found,27.84,15.91,"27.84, 15.91"
6176,1998,5951,L6,665.0,Found,27.76,15.91,"27.76, 15.91"
45313,1998,40280,LL6,7.21,Found,0.0,0.0,"0.0, 0.0"
45247,1998,40200,H3,9.98,Found,0.0,0.0,"0.0, 0.0"
6175,1998,5950,L6,1861.0,Found,27.81,15.91,"27.81, 15.91"
6174,1998,5949,L6,405.0,Found,27.84,15.9,"27.84, 15.9"
6173,1998,5948,Lunar (anorth),1425.0,Found,27.37,16.2,"27.37, 16.2"
6172,1998,5947,L5,11455.0,Found,27.87,15.94,"27.87, 15.94"
6171,1998,5946,H6,502.0,Found,27.84,15.82,"27.84, 15.82"
6170,1998,5945,L6,1008.0,Found,27.82,15.92,"27.82, 15.92"
45314,1998,40281,H4,29.79,Found,0.0,0.0,"0.0, 0.0"
6169,1998,5944,L6,388.0,Found,27.82,15.93,"27.82, 15.93"
45315,1998,40282,H4,28.88,Found,0.0,0.0,"0.0, 0.0"
36065,1998,22616,LL6,10.56,Found,35.63,-115.37,"35.63, -115.37"
45316,1998,40284,H4,8.25,Found,0.0,0.0,"0.0, 0.0"
16626,1998,12151,H4-5,204.55,Found,19.21,56.73,"19.21, 56.73"
16636,1998,12161,H5,1007.33,Found,19.51,56.98,"19.51, 56.98"
36396,1998,22758,L6,10.0,Found,33.74,-103.65,"33.74, -103.65"
36397,1998,22759,L5,51.7,Found,33.72,-103.67,"33.72, -103.67"
36398,1998,22760,H5,30.0,Found,34.19,-103.94,"34.19, -103.94"
36433,1998,22795,L6,11870.0,Found,30.27,-4.67,"30.27, -4.67"
45217,1998,40154,LL-melt breccia,3.66,Found,0.0,0.0,"0.0, 0.0"
45216,1998,40153,H4,62.61,Found,0.0,0.0,"0.0, 0.0"
45215,1998,40152,H4,39.71,Found,0.0,0.0,"0.0, 0.0"
45214,1998,40150,L6,3.27,Found,0.0,0.0,"0.0, 0.0"
12986,1998,11172,H6,63.5,Found,-86.72,-141.5,"-86.72, -141.5"
12985,1998,11171,L4,2.9,Found,-86.72,-141.5,"-86.72, -141.5"
12984,1998,11170,H5,13.1,Found,-86.72,-141.5,"-86.72, -141.5"
12983,1998,11169,H6,18.7,Found,-86.72,-141.5,"-86.72, -141.5"
12982,1998,11168,L6,7.2,Found,-86.72,-141.5,"-86.72, -141.5"
12981,1998,11167,H6,10.0,Found,-86.72,-141.5,"-86.72, -141.5"
12980,1998,11166,H6,15.1,Found,-86.72,-141.5,"-86.72, -141.5"
12979,1998,11165,L6,27.5,Found,-86.72,-141.5,"-86.72, -141.5"
12978,1998,11164,L6,8.5,Found,-86.72,-141.5,"-86.72, -141.5"
12977,1998,11163,L5,30.0,Found,-86.72,-141.5,"-86.72, -141.5"
12976,1998,11162,H6,13.8,Found,-86.72,-141.5,"-86.72, -141.5"
12975,1998,11161,L3.8,8.0,Found,-86.72,-141.5,"-86.72, -141.5"
12974,1998,11160,H5,21.0,Found,-86.72,-141.5,"-86.72, -141.5"
12973,1998,11159,LL5,22.1,Found,-86.72,-141.5,"-86.72, -141.5"
12972,1998,11158,Howardite,7.0,Found,-86.72,-141.5,"-86.72, -141.5"
12971,1998,11157,H5,4.9,Found,-86.72,-141.5,"-86.72, -141.5"
12970,1998,11156,H5,10.8,Found,-86.72,-141.5,"-86.72, -141.5"
12969,1998,11155,H6,11.3,Found,-86.72,-141.5,"-86.72, -141.5"
12968,1998,11154,L6,15.1,Found,-86.72,-141.5,"-86.72, -141.5"
12967,1998,11153,H6,15.5,Found,-86.72,-141.5,"-86.72, -141.5"
12966,1998,11152,L6,0.8,Found,-86.72,-141.5,"-86.72, -141.5"
12965,1998,11151,H6,7.7,Found,-86.72,-141.5,"-86.72, -141.5"
12964,1998,11150,H6,7.8,Found,-86.72,-141.5,"-86.72, -141.5"
12963,1998,11149,Eucrite-br,33.9,Found,-86.72,-141.5,"-86.72, -141.5"
12962,1998,11148,Eucrite-br,66.9,Found,-86.72,-141.5,"-86.72, -141.5"
12961,1998,11147,Eucrite-br,39.2,Found,-86.72,-141.5,"-86.72, -141.5"
12960,1998,11146,H5,29.3,Found,-86.72,-141.5,"-86.72, -141.5"
12959,1998,11145,H5,33.9,Found,-86.72,-141.5,"-86.72, -141.5"
12958,1998,11144,H5,21.2,Found,-86.72,-141.5,"-86.72, -141.5"
12987,1998,11173,L6,145.4,Found,-86.72,-141.5,"-86.72, -141.5"
12956,1998,11142,H4,69.3,Found,-86.72,-141.5,"-86.72, -141.5"
12988,1998,11174,L6,119.1,Found,-86.72,-141.5,"-86.72, -141.5"
12990,1998,11176,H6,29000.0,Found,-86.72,-141.5,"-86.72, -141.5"
45213,1998,40149,H4,24.78,Found,0.0,0.0,"0.0, 0.0"
45212,1998,40148,H4,29.17,Found,0.0,0.0,"0.0, 0.0"
45211,1998,40147,H4,7.78,Found,0.0,0.0,"0.0, 0.0"
45210,1998,40146,H4,8.11,Found,0.0,0.0,"0.0, 0.0"
45209,1998,40145,H5,26.06,Found,0.0,0.0,"0.0, 0.0"
45208,1998,40144,H5,57.37,Found,0.0,0.0,"0.0, 0.0"
44988,1998,39828,H5,10.53,Found,0.0,0.0,"0.0, 0.0"
45207,1998,40142,L6,6.27,Found,0.0,0.0,"0.0, 0.0"
45206,1998,40141,H4,51.25,Found,0.0,0.0,"0.0, 0.0"
45205,1998,40140,H4,38.57,Found,0.0,0.0,"0.0, 0.0"
45204,1998,40138,H4,4.1,Found,0.0,0.0,"0.0, 0.0"
45203,1998,40137,H5,20.65,Found,0.0,0.0,"0.0, 0.0"
29380,1998,49146,L3-6,4205.0,Found,0.0,0.0,"0.0, 0.0"
37107,1998,23377,H5,139.96,Found,21.08,57.25,"21.08, 57.25"
37414,1998,23463,L4,311.5,Found,-87.03,-148.0,"-87.03, -148.0"
37415,1998,23464,L6,199.0,Found,-87.03,-148.0,"-87.03, -148.0"
37416,1998,23465,L6,84.3,Found,-87.03,-148.0,"-87.03, -148.0"
37457,1998,23518,H5,344.66,Found,18.21,55.71,"18.21, 55.71"
37458,1998,23519,H6,374.42,Found,18.45,55.92,"18.45, 55.92"
37459,1998,23520,H6,323.85,Found,18.53,55.93,"18.53, 55.93"
37506,1998,23557,L5,255.25,Found,18.17,53.85,"18.17, 53.85"
37507,1998,23558,L5,841.0,Found,18.55,53.99,"18.55, 53.99"
37508,1998,23559,L5,900.84,Found,18.55,54.0,"18.55, 54.0"
37509,1998,23560,L6,7293.48,Found,18.11,53.83,"18.11, 53.83"
37510,1998,23561,H4,396.56,Found,18.12,53.75,"18.12, 53.75"
37511,1998,23562,H6,61.39,Found,18.14,53.91,"18.14, 53.91"
37512,1998,23563,LL6,818.11,Found,18.14,53.81,"18.14, 53.81"
37513,1998,23564,H5,204.71,Found,18.15,53.8,"18.15, 53.8"
37514,1998,23565,H5,176.28,Found,18.15,53.77,"18.15, 53.77"
12989,1998,11175,H6,70.0,Found,-86.72,-141.5,"-86.72, -141.5"
45062,1998,39938,H6,5.34,Found,0.0,0.0,"0.0, 0.0"
44987,1998,39827,H5,12.02,Found,0.0,0.0,"0.0, 0.0"
45060,1998,39936,LL,42.95,Found,0.0,0.0,"0.0, 0.0"
44539,1998,38895,H6,7.77,Found,0.0,0.0,"0.0, 0.0"
44538,1998,38894,H4,6.23,Found,0.0,0.0,"0.0, 0.0"
44537,1998,38890,H4,7.79,Found,0.0,0.0,"0.0, 0.0"
44536,1998,38889,H4,7.79,Found,0.0,0.0,"0.0, 0.0"
44535,1998,38884,H4,8.21,Found,0.0,0.0,"0.0, 0.0"
44534,1998,38880,H4,4.09,Found,0.0,0.0,"0.0, 0.0"
44533,1998,38879,H4,4.68,Found,0.0,0.0,"0.0, 0.0"
44532,1998,38872,L6,13.0,Found,0.0,0.0,"0.0, 0.0"
44531,1998,38871,L6,4.71,Found,0.0,0.0,"0.0, 0.0"
44530,1998,38870,L6,6.89,Found,0.0,0.0,"0.0, 0.0"
44529,1998,38869,L6,7.7,Found,0.0,0.0,"0.0, 0.0"
44528,1998,38868,L6,5.86,Found,0.0,0.0,"0.0, 0.0"
44527,1998,38867,L6,6.13,Found,0.0,0.0,"0.0, 0.0"
44526,1998,38866,L6,6.8,Found,0.0,0.0,"0.0, 0.0"
44525,1998,38865,L6,4.59,Found,0.0,0.0,"0.0, 0.0"
44524,1998,38864,L6,4.39,Found,0.0,0.0,"0.0, 0.0"
44523,1998,38863,L5,6.27,Found,0.0,0.0,"0.0, 0.0"
44540,1998,38898,H4,3.2,Found,0.0,0.0,"0.0, 0.0"
44522,1998,38862,L3,11.58,Found,0.0,0.0,"0.0, 0.0"
44541,1998,38901,H5,16.68,Found,0.0,0.0,"0.0, 0.0"
44543,1998,38903,H6,8.05,Found,0.0,0.0,"0.0, 0.0"
44560,1998,38931,H6,0.3,Found,0.0,0.0,"0.0, 0.0"
44559,1998,38930,H6,0.32,Found,0.0,0.0,"0.0, 0.0"
44558,1998,38929,H6,0.54,Found,0.0,0.0,"0.0, 0.0"
44557,1998,38928,H6,0.96,Found,0.0,0.0,"0.0, 0.0"
44556,1998,38927,H6,1.31,Found,0.0,0.0,"0.0, 0.0"
44555,1998,38926,L6,60.74,Found,0.0,0.0,"0.0, 0.0"
44554,1998,38925,H4,18.36,Found,0.0,0.0,"0.0, 0.0"
44553,1998,38924,H4,8.89,Found,0.0,0.0,"0.0, 0.0"
44552,1998,38922,H6,3.59,Found,0.0,0.0,"0.0, 0.0"
44551,1998,38921,H4,3.52,Found,0.0,0.0,"0.0, 0.0"
44550,1998,38917,H5,3.71,Found,0.0,0.0,"0.0, 0.0"
44549,1998,38916,H5,4.79,Found,0.0,0.0,"0.0, 0.0"
44548,1998,38915,H5,5.26,Found,0.0,0.0,"0.0, 0.0"
44547,1998,38914,H6,6.53,Found,0.0,0.0,"0.0, 0.0"
44546,1998,38913,H6,55.24,Found,0.0,0.0,"0.0, 0.0"
44545,1998,38905,H5,3.4,Found,0.0,0.0,"0.0, 0.0"
44544,1998,38904,H4,4.37,Found,0.0,0.0,"0.0, 0.0"
44542,1998,38902,Ureilite,74.53,Found,0.0,0.0,"0.0, 0.0"
44521,1998,38861,H3,5.11,Found,0.0,0.0,"0.0, 0.0"
44520,1998,38860,H4,8.02,Found,0.0,0.0,"0.0, 0.0"
44519,1998,38859,H4,91.2,Found,0.0,0.0,"0.0, 0.0"
44496,1998,38830,H4,5.25,Found,0.0,0.0,"0.0, 0.0"
44495,1998,38829,H4,5.31,Found,0.0,0.0,"0.0, 0.0"
44494,1998,38828,H4,3.94,Found,0.0,0.0,"0.0, 0.0"
44493,1998,38827,H4,3.64,Found,0.0,0.0,"0.0, 0.0"
44492,1998,38826,H4,4.64,Found,0.0,0.0,"0.0, 0.0"
44491,1998,38825,H4,5.32,Found,0.0,0.0,"0.0, 0.0"
44490,1998,38824,H4,4.63,Found,0.0,0.0,"0.0, 0.0"
44489,1998,38823,H4,6.43,Found,0.0,0.0,"0.0, 0.0"
44488,1998,38822,H4,5.06,Found,0.0,0.0,"0.0, 0.0"
44487,1998,38821,H4,5.17,Found,0.0,0.0,"0.0, 0.0"
44486,1998,38820,H4,5.47,Found,0.0,0.0,"0.0, 0.0"
44485,1998,38819,H4,3.78,Found,0.0,0.0,"0.0, 0.0"
44484,1998,38818,H4,5.97,Found,0.0,0.0,"0.0, 0.0"
44483,1998,38817,H4,4.42,Found,0.0,0.0,"0.0, 0.0"
44482,1998,38816,H4,4.44,Found,0.0,0.0,"0.0, 0.0"
44481,1998,38815,H4,5.73,Found,0.0,0.0,"0.0, 0.0"
44480,1998,38814,H4,5.75,Found,0.0,0.0,"0.0, 0.0"
44497,1998,38832,H4,3.7,Found,0.0,0.0,"0.0, 0.0"
44498,1998,38833,H4,4.7,Found,0.0,0.0,"0.0, 0.0"
44499,1998,38834,H4,4.73,Found,0.0,0.0,"0.0, 0.0"
44500,1998,38835,H4,4.29,Found,0.0,0.0,"0.0, 0.0"
44518,1998,38858,H4,19.27,Found,0.0,0.0,"0.0, 0.0"
44517,1998,38857,L3,8.84,Found,0.0,0.0,"0.0, 0.0"
44516,1998,38856,L3,37.11,Found,0.0,0.0,"0.0, 0.0"
44515,1998,38855,L3,65.84,Found,0.0,0.0,"0.0, 0.0"
44514,1998,38854,L3,10.25,Found,0.0,0.0,"0.0, 0.0"
44513,1998,38853,H5,9.14,Found,0.0,0.0,"0.0, 0.0"
44512,1998,38852,H5,78.04,Found,0.0,0.0,"0.0, 0.0"
