,year,id,recclass,mass (g),fall,reclat,reclong,GeoLocation
44511,1998,38851,H4,6.44,Found,0.0,0.0,"0.0, 0.0"
44561,1998,38932,H4,4.85,Found,0.0,0.0,"0.0, 0.0"
44510,1998,38848,H5,6.31,Found,0.0,0.0,"0.0, 0.0"
44508,1998,38846,H5,28.93,Found,0.0,0.0,"0.0, 0.0"
44507,1998,38845,H5,15.27,Found,0.0,0.0,"0.0, 0.0"
44506,1998,38844,H4,9.0,Found,0.0,0.0,"0.0, 0.0"
44505,1998,38843,H4,10.33,Found,0.0,0.0,"0.0, 0.0"
44504,1998,38842,H4,19.49,Found,0.0,0.0,"0.0, 0.0"
44503,1998,38838,H4,3.99,Found,0.0,0.0,"0.0, 0.0"
44502,1998,38837,H4,3.7,Found,0.0,0.0,"0.0, 0.0"
44501,1998,38836,H4,3.87,Found,0.0,0.0,"0.0, 0.0"
44509,1998,38847,H5,7.27,Found,0.0,0.0,"0.0, 0.0"
44479,1998,38813,H5,6.24,Found,0.0,0.0,"0.0, 0.0"
44562,1998,38934,H4,3.23,Found,0.0,0.0,"0.0, 0.0"
44564,1998,38939,H5,5.36,Found,0.0,0.0,"0.0, 0.0"
44624,1998,39023,LL3,4.89,Found,0.0,0.0,"0.0, 0.0"
44623,1998,39022,L3,4.96,Found,0.0,0.0,"0.0, 0.0"
44622,1998,39021,L3,36.3,Found,0.0,0.0,"0.0, 0.0"
44621,1998,39019,L5,5.04,Found,0.0,0.0,"0.0, 0.0"
44620,1998,39016,H6,49.5,Found,0.0,0.0,"0.0, 0.0"
44619,1998,39015,H3,4.35,Found,0.0,0.0,"0.0, 0.0"
44618,1998,39014,E6,94.67,Found,0.0,0.0,"0.0, 0.0"
44617,1998,39012,L6,4.21,Found,0.0,0.0,"0.0, 0.0"
44616,1998,39011,L6,6.38,Found,0.0,0.0,"0.0, 0.0"
44615,1998,39010,H,66.67,Found,0.0,0.0,"0.0, 0.0"
44614,1998,39009,H4,0.34,Found,0.0,0.0,"0.0, 0.0"
44613,1998,39008,H4,0.42,Found,0.0,0.0,"0.0, 0.0"
44612,1998,39007,H4,11.42,Found,0.0,0.0,"0.0, 0.0"
44611,1998,39006,H4,224.48,Found,0.0,0.0,"0.0, 0.0"
44610,1998,39005,H5,167.08,Found,0.0,0.0,"0.0, 0.0"
44609,1998,39004,H4,19.31,Found,0.0,0.0,"0.0, 0.0"
44608,1998,39003,L5,643.12,Found,0.0,0.0,"0.0, 0.0"
44625,1998,39025,L6,8.13,Found,0.0,0.0,"0.0, 0.0"
44607,1998,39001,L6,25.06,Found,0.0,0.0,"0.0, 0.0"
44626,1998,39027,CR2,3.96,Found,0.0,0.0,"0.0, 0.0"
44628,1998,39029,LL6,4.18,Found,0.0,0.0,"0.0, 0.0"
44645,1998,39071,L6,11.29,Found,0.0,0.0,"0.0, 0.0"
44644,1998,39069,H4-6,7.2,Found,0.0,0.0,"0.0, 0.0"
44643,1998,39068,H4,9.45,Found,0.0,0.0,"0.0, 0.0"
44642,1998,39065,H5,7.58,Found,0.0,0.0,"0.0, 0.0"
44641,1998,39063,H4,4.22,Found,0.0,0.0,"0.0, 0.0"
44640,1998,39058,H6,35.87,Found,0.0,0.0,"0.0, 0.0"
44639,1998,39057,H4,140.7,Found,0.0,0.0,"0.0, 0.0"
44638,1998,39052,H5,4.59,Found,0.0,0.0,"0.0, 0.0"
44637,1998,39050,H3-6,8.84,Found,0.0,0.0,"0.0, 0.0"
44636,1998,39047,H4,21.3,Found,0.0,0.0,"0.0, 0.0"
44635,1998,39046,H5,7.3,Found,0.0,0.0,"0.0, 0.0"
44634,1998,39043,H4,8.28,Found,0.0,0.0,"0.0, 0.0"
44633,1998,39041,H4,5.15,Found,0.0,0.0,"0.0, 0.0"
44632,1998,39040,LL5,12.29,Found,0.0,0.0,"0.0, 0.0"
44631,1998,39039,H4,9.01,Found,0.0,0.0,"0.0, 0.0"
44630,1998,39038,H4,5.88,Found,0.0,0.0,"0.0, 0.0"
44629,1998,39031,H4,4.21,Found,0.0,0.0,"0.0, 0.0"
44627,1998,39028,LL6,8.85,Found,0.0,0.0,"0.0, 0.0"
44606,1998,39000,H4,7.13,Found,0.0,0.0,"0.0, 0.0"
44605,1998,38999,L4,252.41,Found,0.0,0.0,"0.0, 0.0"
44604,1998,38998,L4,35.08,Found,0.0,0.0,"0.0, 0.0"
44581,1998,38972,L3,4.56,Found,0.0,0.0,"0.0, 0.0"
44580,1998,38971,H5,6.76,Found,0.0,0.0,"0.0, 0.0"
44579,1998,38970,H5,4.27,Found,0.0,0.0,"0.0, 0.0"
44578,1998,38966,H6,5.42,Found,0.0,0.0,"0.0, 0.0"
44577,1998,38960,H5,3.55,Found,0.0,0.0,"0.0, 0.0"
44576,1998,38959,H5,303.38,Found,0.0,0.0,"0.0, 0.0"
44575,1998,38958,L4,11.08,Found,0.0,0.0,"0.0, 0.0"
44574,1998,38957,H5,9.41,Found,0.0,0.0,"0.0, 0.0"
44573,1998,38956,H4,4.11,Found,0.0,0.0,"0.0, 0.0"
44572,1998,38951,H5,3.31,Found,0.0,0.0,"0.0, 0.0"
44571,1998,38947,H5,18.0,Found,0.0,0.0,"0.0, 0.0"
44570,1998,38946,H5,19.25,Found,0.0,0.0,"0.0, 0.0"
44569,1998,38945,H5,82.45,Found,0.0,0.0,"0.0, 0.0"
44568,1998,38943,H5,4.52,Found,0.0,0.0,"0.0, 0.0"
44567,1998,38942,H5,5.98,Found,0.0,0.0,"0.0, 0.0"
44566,1998,38941,H5,8.78,Found,0.0,0.0,"0.0, 0.0"
44565,1998,38940,H5,29.76,Found,0.0,0.0,"0.0, 0.0"
44582,1998,38973,H6,21.64,Found,0.0,0.0,"0.0, 0.0"
44583,1998,38974,H4,9.5,Found,0.0,0.0,"0.0, 0.0"
44584,1998,38975,H4,13.73,Found,0.0,0.0,"0.0, 0.0"
44585,1998,38976,H5,35.61,Found,0.0,0.0,"0.0, 0.0"
44603,1998,38997,L4,11.31,Found,0.0,0.0,"0.0, 0.0"
44602,1998,38996,L4,6.63,Found,0.0,0.0,"0.0, 0.0"
44601,1998,38995,L4,1.82,Found,0.0,0.0,"0.0, 0.0"
44600,1998,38994,H4,7.2,Found,0.0,0.0,"0.0, 0.0"
44599,1998,38993,H6,7.68,Found,0.0,0.0,"0.0, 0.0"
44598,1998,38991,H4,7.53,Found,0.0,0.0,"0.0, 0.0"
44597,1998,38990,L6,25.51,Found,0.0,0.0,"0.0, 0.0"
44596,1998,38989,L5,21.22,Found,0.0,0.0,"0.0, 0.0"
44563,1998,38937,H4,108.11,Found,0.0,0.0,"0.0, 0.0"
44595,1998,38988,H4,5.77,Found,0.0,0.0,"0.0, 0.0"
44593,1998,38986,H4,5.77,Found,0.0,0.0,"0.0, 0.0"
44592,1998,38985,L6,5.45,Found,0.0,0.0,"0.0, 0.0"
44591,1998,38983,L6,9.12,Found,0.0,0.0,"0.0, 0.0"
44590,1998,38982,H5,3.19,Found,0.0,0.0,"0.0, 0.0"
44589,1998,38981,H4,3.14,Found,0.0,0.0,"0.0, 0.0"
44588,1998,38980,H6,11.66,Found,0.0,0.0,"0.0, 0.0"
44587,1998,38979,H6,3.77,Found,0.0,0.0,"0.0, 0.0"
44586,1998,38978,L6,421.06,Found,0.0,0.0,"0.0, 0.0"
44594,1998,38987,H6,8.4,Found,0.0,0.0,"0.0, 0.0"
44646,1998,39072,L6,12.76,Found,0.0,0.0,"0.0, 0.0"
44478,1998,38812,H4,7.89,Found,0.0,0.0,"0.0, 0.0"
44476,1998,38810,H5,9.51,Found,0.0,0.0,"0.0, 0.0"
44369,1998,38635,H5,46.58,Found,0.0,0.0,"0.0, 0.0"
44368,1998,38634,L4,6.31,Found,0.0,0.0,"0.0, 0.0"
44367,1998,38633,L5,19.48,Found,0.0,0.0,"0.0, 0.0"
44366,1998,38628,L6,14.76,Found,0.0,0.0,"0.0, 0.0"
44365,1998,38627,H6,5.17,Found,0.0,0.0,"0.0, 0.0"
44364,1998,38626,Acapulcoite,6.17,Found,0.0,0.0,"0.0, 0.0"
44363,1998,38625,Acapulcoite,19.84,Found,0.0,0.0,"0.0, 0.0"
44362,1998,38624,L6,5.23,Found,0.0,0.0,"0.0, 0.0"
44361,1998,38623,L3,4.98,Found,0.0,0.0,"0.0, 0.0"
44360,1998,38621,H6,4.72,Found,0.0,0.0,"0.0, 0.0"
44359,1998,38620,H5,93.94,Found,0.0,0.0,"0.0, 0.0"
44358,1998,38619,H6,4.03,Found,0.0,0.0,"0.0, 0.0"
44357,1998,38617,H4,6.24,Found,0.0,0.0,"0.0, 0.0"
44356,1998,38616,H4,5.33,Found,0.0,0.0,"0.0, 0.0"
44355,1998,38615,L6,7.98,Found,0.0,0.0,"0.0, 0.0"
44354,1998,38613,H4,17.04,Found,0.0,0.0,"0.0, 0.0"
44353,1998,38612,H4,4.11,Found,0.0,0.0,"0.0, 0.0"
44370,1998,38636,H4,3.19,Found,0.0,0.0,"0.0, 0.0"
44352,1998,38611,H3,16.3,Found,0.0,0.0,"0.0, 0.0"
44371,1998,38638,L3,4.52,Found,0.0,0.0,"0.0, 0.0"
44373,1998,38640,CM2,11.87,Found,0.0,0.0,"0.0, 0.0"
44390,1998,38664,L3,112.86,Found,0.0,0.0,"0.0, 0.0"
44389,1998,38662,H4,8.98,Found,0.0,0.0,"0.0, 0.0"
44388,1998,38661,H6,7.14,Found,0.0,0.0,"0.0, 0.0"
44387,1998,38660,H3,51.12,Found,0.0,0.0,"0.0, 0.0"
44386,1998,38659,H6,14.94,Found,0.0,0.0,"0.0, 0.0"
44385,1998,38656,H6,3.79,Found,0.0,0.0,"0.0, 0.0"
44384,1998,38655,LL6,5.29,Found,0.0,0.0,"0.0, 0.0"
44383,1998,38653,L6,5.6,Found,0.0,0.0,"0.0, 0.0"
44382,1998,38650,H4,3.16,Found,0.0,0.0,"0.0, 0.0"
44381,1998,38649,H3,4.55,Found,0.0,0.0,"0.0, 0.0"
44380,1998,38648,H5,6.39,Found,0.0,0.0,"0.0, 0.0"
44379,1998,38647,H4,20.82,Found,0.0,0.0,"0.0, 0.0"
44378,1998,38645,H3,36.18,Found,0.0,0.0,"0.0, 0.0"
44377,1998,38644,H6,130.08,Found,0.0,0.0,"0.0, 0.0"
44376,1998,38643,H4,4.78,Found,0.0,0.0,"0.0, 0.0"
44375,1998,38642,H3,5.96,Found,0.0,0.0,"0.0, 0.0"
44374,1998,38641,H5,4.87,Found,0.0,0.0,"0.0, 0.0"
44372,1998,38639,L5,70.25,Found,0.0,0.0,"0.0, 0.0"
44351,1998,38610,Lodranite,11.37,Found,0.0,0.0,"0.0, 0.0"
44350,1998,38606,H4,9.29,Found,0.0,0.0,"0.0, 0.0"
44349,1998,38605,H4,5.8,Found,0.0,0.0,"0.0, 0.0"
44326,1998,38568,CM2,3.73,Found,0.0,0.0,"0.0, 0.0"
44325,1998,38567,CM2,6.59,Found,0.0,0.0,"0.0, 0.0"
44324,1998,38566,L4,8.36,Found,0.0,0.0,"0.0, 0.0"
44323,1998,38565,H6,4.19,Found,0.0,0.0,"0.0, 0.0"
44322,1998,38564,EH3,18.32,Found,0.0,0.0,"0.0, 0.0"
44321,1998,38562,H6,4.15,Found,0.0,0.0,"0.0, 0.0"
44320,1998,38561,H6,7.67,Found,0.0,0.0,"0.0, 0.0"
44319,1998,38560,H4,7.35,Found,0.0,0.0,"0.0, 0.0"
44318,1998,38559,H6,29.42,Found,0.0,0.0,"0.0, 0.0"
44317,1998,38557,H6,5.44,Found,0.0,0.0,"0.0, 0.0"
44316,1998,38556,H6,7.9,Found,0.0,0.0,"0.0, 0.0"
44315,1998,38554,H6,5.16,Found,0.0,0.0,"0.0, 0.0"
44314,1998,38553,H6,3.6,Found,0.0,0.0,"0.0, 0.0"
44313,1998,38551,H6,9.8,Found,0.0,0.0,"0.0, 0.0"
44312,1998,38550,L3,12.0,Found,0.0,0.0,"0.0, 0.0"
44311,1998,38549,H4,4.86,Found,0.0,0.0,"0.0, 0.0"
44310,1998,38548,H4,29.46,Found,0.0,0.0,"0.0, 0.0"
44327,1998,38571,H4,9.02,Found,0.0,0.0,"0.0, 0.0"
44328,1998,38573,H4,77.32,Found,0.0,0.0,"0.0, 0.0"
44329,1998,38574,H6,15.93,Found,0.0,0.0,"0.0, 0.0"
44330,1998,38575,H5,10.72,Found,0.0,0.0,"0.0, 0.0"
44348,1998,38604,H5,11.3,Found,0.0,0.0,"0.0, 0.0"
44347,1998,38603,H5,6.65,Found,0.0,0.0,"0.0, 0.0"
44346,1998,38602,H6,5.94,Found,0.0,0.0,"0.0, 0.0"
44345,1998,38601,H5,17.72,Found,0.0,0.0,"0.0, 0.0"
44344,1998,38600,L5,8.91,Found,0.0,0.0,"0.0, 0.0"
44343,1998,38599,H5,5.98,Found,0.0,0.0,"0.0, 0.0"
44342,1998,38598,H5,9.65,Found,0.0,0.0,"0.0, 0.0"
44341,1998,38597,CM2,3.45,Found,0.0,0.0,"0.0, 0.0"
44391,1998,38666,L6,15.04,Found,0.0,0.0,"0.0, 0.0"
44340,1998,38596,H6,54.79,Found,0.0,0.0,"0.0, 0.0"
44338,1998,38593,LL6,10.58,Found,0.0,0.0,"0.0, 0.0"
44337,1998,38586,H5,7.52,Found,0.0,0.0,"0.0, 0.0"
44336,1998,38585,H4,85.59,Found,0.0,0.0,"0.0, 0.0"
44335,1998,38582,L6,163.03,Found,0.0,0.0,"0.0, 0.0"
44334,1998,38580,H6,96.75,Found,0.0,0.0,"0.0, 0.0"
44333,1998,38579,H4,111.45,Found,0.0,0.0,"0.0, 0.0"
44332,1998,38578,Diogenite,21.64,Found,0.0,0.0,"0.0, 0.0"
44331,1998,38576,H5,7.4,Found,0.0,0.0,"0.0, 0.0"
44339,1998,38595,H6,15.68,Found,0.0,0.0,"0.0, 0.0"
44477,1998,38811,H4,7.83,Found,0.0,0.0,"0.0, 0.0"
44392,1998,38668,H4,3.94,Found,0.0,0.0,"0.0, 0.0"
44394,1998,38676,H4,5.66,Found,0.0,0.0,"0.0, 0.0"
44454,1998,38781,H5,19.53,Found,0.0,0.0,"0.0, 0.0"
44453,1998,38779,H5,4.89,Found,0.0,0.0,"0.0, 0.0"
44452,1998,38778,L4,16.47,Found,0.0,0.0,"0.0, 0.0"
44451,1998,38777,H4,31.2,Found,0.0,0.0,"0.0, 0.0"
44450,1998,38775,L4,5.71,Found,0.0,0.0,"0.0, 0.0"
44449,1998,38771,L6,52.68,Found,0.0,0.0,"0.0, 0.0"
44448,1998,38770,L6,83.33,Found,0.0,0.0,"0.0, 0.0"
44447,1998,38768,H4,14.99,Found,0.0,0.0,"0.0, 0.0"
44446,1998,38767,L3,7.48,Found,0.0,0.0,"0.0, 0.0"
44445,1998,38766,L3,62.74,Found,0.0,0.0,"0.0, 0.0"
44444,1998,38765,Ureilite,28.5,Found,0.0,0.0,"0.0, 0.0"
44443,1998,38763,H4,3.96,Found,0.0,0.0,"0.0, 0.0"
44442,1998,38762,L6,5.5,Found,0.0,0.0,"0.0, 0.0"
44441,1998,38761,H6,6.04,Found,0.0,0.0,"0.0, 0.0"
44440,1998,38760,H5,3.54,Found,0.0,0.0,"0.0, 0.0"
44439,1998,38759,H5,4.34,Found,0.0,0.0,"0.0, 0.0"
44438,1998,38757,H4,4.01,Found,0.0,0.0,"0.0, 0.0"
44455,1998,38782,H5,36.52,Found,0.0,0.0,"0.0, 0.0"
44437,1998,38756,H4,4.34,Found,0.0,0.0,"0.0, 0.0"
44456,1998,38785,H6,19.03,Found,0.0,0.0,"0.0, 0.0"
44458,1998,38789,H6,3.85,Found,0.0,0.0,"0.0, 0.0"
44475,1998,38809,H4,12.62,Found,0.0,0.0,"0.0, 0.0"
44474,1998,38807,L6,129.35,Found,0.0,0.0,"0.0, 0.0"
44473,1998,38806,H6,28.23,Found,0.0,0.0,"0.0, 0.0"
44472,1998,38805,L6,33.55,Found,0.0,0.0,"0.0, 0.0"
44471,1998,38804,L6,197.59,Found,0.0,0.0,"0.0, 0.0"
44470,1998,38802,L5,116.23,Found,0.0,0.0,"0.0, 0.0"
44469,1998,38801,L4,12.18,Found,0.0,0.0,"0.0, 0.0"
44468,1998,38800,L6,3.07,Found,0.0,0.0,"0.0, 0.0"
44467,1998,38799,L6,34.14,Found,0.0,0.0,"0.0, 0.0"
44466,1998,38798,L6,3.77,Found,0.0,0.0,"0.0, 0.0"
44465,1998,38797,L6,1.1,Found,0.0,0.0,"0.0, 0.0"
44464,1998,38796,L6,1.77,Found,0.0,0.0,"0.0, 0.0"
44463,1998,38795,L6,5.73,Found,0.0,0.0,"0.0, 0.0"
44462,1998,38794,L6,409.17,Found,0.0,0.0,"0.0, 0.0"
44461,1998,38793,L3,8.99,Found,0.0,0.0,"0.0, 0.0"
44460,1998,38792,L3,16.03,Found,0.0,0.0,"0.0, 0.0"
44459,1998,38791,Ureilite,12.07,Found,0.0,0.0,"0.0, 0.0"
44457,1998,38786,H6,11.87,Found,0.0,0.0,"0.0, 0.0"
44436,1998,38755,H4,3.38,Found,0.0,0.0,"0.0, 0.0"
44435,1998,38754,H4,6.82,Found,0.0,0.0,"0.0, 0.0"
44434,1998,38752,H4,4.24,Found,0.0,0.0,"0.0, 0.0"
44411,1998,38715,L6,4.35,Found,0.0,0.0,"0.0, 0.0"
44410,1998,38710,H4,3.32,Found,0.0,0.0,"0.0, 0.0"
44409,1998,38708,CM2,224.72,Found,0.0,0.0,"0.0, 0.0"
44408,1998,38705,H4,1.24,Found,0.0,0.0,"0.0, 0.0"
44407,1998,38704,H4,1.22,Found,0.0,0.0,"0.0, 0.0"
44406,1998,38703,H4,1.94,Found,0.0,0.0,"0.0, 0.0"
44405,1998,38702,H4,4.33,Found,0.0,0.0,"0.0, 0.0"
44404,1998,38701,H4,7.14,Found,0.0,0.0,"0.0, 0.0"
44403,1998,38700,H4,5.37,Found,0.0,0.0,"0.0, 0.0"
44402,1998,38699,H4,7.88,Found,0.0,0.0,"0.0, 0.0"
44401,1998,38698,H4,9.36,Found,0.0,0.0,"0.0, 0.0"
44400,1998,38697,H4,4.96,Found,0.0,0.0,"0.0, 0.0"
44399,1998,38696,H3,21.27,Found,0.0,0.0,"0.0, 0.0"
44398,1998,38693,H4,3.74,Found,0.0,0.0,"0.0, 0.0"
44397,1998,38692,CM2,3.03,Found,0.0,0.0,"0.0, 0.0"
44396,1998,38691,CM2,7.59,Found,0.0,0.0,"0.0, 0.0"
44395,1998,38690,L3,4.4,Found,0.0,0.0,"0.0, 0.0"
44412,1998,38719,H5,80.42,Found,0.0,0.0,"0.0, 0.0"
44413,1998,38720,H6,3.73,Found,0.0,0.0,"0.0, 0.0"
44414,1998,38723,H5,4.33,Found,0.0,0.0,"0.0, 0.0"
44415,1998,38724,H6,36.61,Found,0.0,0.0,"0.0, 0.0"
44433,1998,38748,H4,3.47,Found,0.0,0.0,"0.0, 0.0"
44432,1998,38747,H4,3.68,Found,0.0,0.0,"0.0, 0.0"
44431,1998,38745,L6,101.99,Found,0.0,0.0,"0.0, 0.0"
44430,1998,38743,H3,9.78,Found,0.0,0.0,"0.0, 0.0"
44429,1998,38742,L5,11.34,Found,0.0,0.0,"0.0, 0.0"
44428,1998,38737,L5,3.4,Found,0.0,0.0,"0.0, 0.0"
44427,1998,38736,H4,3.86,Found,0.0,0.0,"0.0, 0.0"
44426,1998,38735,L6,10.78,Found,0.0,0.0,"0.0, 0.0"
44393,1998,38675,H4,9.46,Found,0.0,0.0,"0.0, 0.0"
44425,1998,38734,H4,9.1,Found,0.0,0.0,"0.0, 0.0"
44423,1998,38732,H4,60.15,Found,0.0,0.0,"0.0, 0.0"
44422,1998,38731,H5,2000.0,Found,0.0,0.0,"0.0, 0.0"
44421,1998,38730,H4,407.82,Found,0.0,0.0,"0.0, 0.0"
44420,1998,38729,L6,3.81,Found,0.0,0.0,"0.0, 0.0"
44419,1998,38728,L6,3.92,Found,0.0,0.0,"0.0, 0.0"
44418,1998,38727,L4,10.22,Found,0.0,0.0,"0.0, 0.0"
44417,1998,38726,H4,0.5,Found,0.0,0.0,"0.0, 0.0"
44416,1998,38725,H4,0.86,Found,0.0,0.0,"0.0, 0.0"
44424,1998,38733,L5,7.92,Found,0.0,0.0,"0.0, 0.0"
44647,1998,39073,L6,10.46,Found,0.0,0.0,"0.0, 0.0"
44648,1998,39074,H4,18.22,Found,0.0,0.0,"0.0, 0.0"
44649,1998,39075,H4,111.22,Found,0.0,0.0,"0.0, 0.0"
44880,1998,39658,H5,45.45,Found,0.0,0.0,"0.0, 0.0"
44879,1998,39657,H5,3.52,Found,0.0,0.0,"0.0, 0.0"
44878,1998,39656,H5,4.49,Found,0.0,0.0,"0.0, 0.0"
44877,1998,39651,L6,144.5,Found,0.0,0.0,"0.0, 0.0"
44876,1998,39650,L6,201.3,Found,0.0,0.0,"0.0, 0.0"
44875,1998,39649,LL3,4.84,Found,0.0,0.0,"0.0, 0.0"
44874,1998,39647,H5,3.47,Found,0.0,0.0,"0.0, 0.0"
44873,1998,39645,LL6,3.73,Found,0.0,0.0,"0.0, 0.0"
44872,1998,39642,H5,4.37,Found,0.0,0.0,"0.0, 0.0"
44871,1998,39641,H5,3.27,Found,0.0,0.0,"0.0, 0.0"
44870,1998,39640,H5,5.6,Found,0.0,0.0,"0.0, 0.0"
44869,1998,39638,H4,17.53,Found,0.0,0.0,"0.0, 0.0"
44868,1998,39636,H5,31.66,Found,0.0,0.0,"0.0, 0.0"
44867,1998,39634,H5,26.29,Found,0.0,0.0,"0.0, 0.0"
44866,1998,39618,H5,3.11,Found,0.0,0.0,"0.0, 0.0"
44865,1998,39615,H5,3.34,Found,0.0,0.0,"0.0, 0.0"
44864,1998,39614,H5,3.2,Found,0.0,0.0,"0.0, 0.0"
44881,1998,39659,L6,579.7,Found,0.0,0.0,"0.0, 0.0"
44863,1998,39613,H5,4.89,Found,0.0,0.0,"0.0, 0.0"
44882,1998,39663,H6,3.21,Found,0.0,0.0,"0.0, 0.0"
44884,1998,39669,H5,8.14,Found,0.0,0.0,"0.0, 0.0"
44901,1998,39697,L6,3.69,Found,0.0,0.0,"0.0, 0.0"
44900,1998,39695,L6,112.9,Found,0.0,0.0,"0.0, 0.0"
44899,1998,39694,H4,5.83,Found,0.0,0.0,"0.0, 0.0"
44898,1998,39693,H6,5.88,Found,0.0,0.0,"0.0, 0.0"
44897,1998,39691,H6,18.72,Found,0.0,0.0,"0.0, 0.0"
44896,1998,39690,H6,3.43,Found,0.0,0.0,"0.0, 0.0"
44895,1998,39689,H6,4.91,Found,0.0,0.0,"0.0, 0.0"
44894,1998,39688,H6,7.02,Found,0.0,0.0,"0.0, 0.0"
44893,1998,39686,L6,40.94,Found,0.0,0.0,"0.0, 0.0"
44892,1998,39685,LL3,3.38,Found,0.0,0.0,"0.0, 0.0"
44891,1998,39678,H5,362.4,Found,0.0,0.0,"0.0, 0.0"
44890,1998,39677,H5,4.15,Found,0.0,0.0,"0.0, 0.0"
44889,1998,39676,H6,233.5,Found,0.0,0.0,"0.0, 0.0"
44888,1998,39674,H6,16.8,Found,0.0,0.0,"0.0, 0.0"
44887,1998,39673,H5,17.58,Found,0.0,0.0,"0.0, 0.0"
44886,1998,39671,H6,4.06,Found,0.0,0.0,"0.0, 0.0"
44885,1998,39670,H6,6.11,Found,0.0,0.0,"0.0, 0.0"
44883,1998,39666,H5,12.78,Found,0.0,0.0,"0.0, 0.0"
44862,1998,39612,H5,3.5,Found,0.0,0.0,"0.0, 0.0"
44861,1998,39611,H5,4.88,Found,0.0,0.0,"0.0, 0.0"
44860,1998,39610,H5,3.8,Found,0.0,0.0,"0.0, 0.0"
44837,1998,39559,H5,6.83,Found,0.0,0.0,"0.0, 0.0"
44836,1998,39558,H5,11.28,Found,0.0,0.0,"0.0, 0.0"
44835,1998,39556,H5,4.62,Found,0.0,0.0,"0.0, 0.0"
44834,1998,39554,H5,66.65,Found,0.0,0.0,"0.0, 0.0"
44833,1998,39551,H4,3.32,Found,0.0,0.0,"0.0, 0.0"
44832,1998,39548,H5,3.35,Found,0.0,0.0,"0.0, 0.0"
44831,1998,39547,H5,4.94,Found,0.0,0.0,"0.0, 0.0"
44830,1998,39545,L5,265.8,Found,0.0,0.0,"0.0, 0.0"
44829,1998,39544,H5,4.68,Found,0.0,0.0,"0.0, 0.0"
44828,1998,39539,H4,6.84,Found,0.0,0.0,"0.0, 0.0"
44827,1998,39536,H4,97.21,Found,0.0,0.0,"0.0, 0.0"
44826,1998,39535,L5,3.43,Found,0.0,0.0,"0.0, 0.0"
44825,1998,39529,L3,3.53,Found,0.0,0.0,"0.0, 0.0"
44824,1998,39527,L3,3.68,Found,0.0,0.0,"0.0, 0.0"
44823,1998,39526,L3,5.4,Found,0.0,0.0,"0.0, 0.0"
44822,1998,39525,L3,4.76,Found,0.0,0.0,"0.0, 0.0"
44821,1998,39524,L3,5.31,Found,0.0,0.0,"0.0, 0.0"
44838,1998,39560,H4,4.32,Found,0.0,0.0,"0.0, 0.0"
44839,1998,39561,L5,8.58,Found,0.0,0.0,"0.0, 0.0"
44840,1998,39570,L6,586.9,Found,0.0,0.0,"0.0, 0.0"
44841,1998,39574,H5,4.29,Found,0.0,0.0,"0.0, 0.0"
44859,1998,39609,H5,5.83,Found,0.0,0.0,"0.0, 0.0"
44858,1998,39608,H5,7.39,Found,0.0,0.0,"0.0, 0.0"
44857,1998,39607,H5,8.06,Found,0.0,0.0,"0.0, 0.0"
44856,1998,39606,H5,8.52,Found,0.0,0.0,"0.0, 0.0"
44855,1998,39605,H5,8.38,Found,0.0,0.0,"0.0, 0.0"
44854,1998,39604,H5,10.97,Found,0.0,0.0,"0.0, 0.0"
44853,1998,39603,H5,9.86,Found,0.0,0.0,"0.0, 0.0"
44852,1998,39602,H5,14.55,Found,0.0,0.0,"0.0, 0.0"
44902,1998,39699,L6,4.8,Found,0.0,0.0,"0.0, 0.0"
44851,1998,39601,H5,46.03,Found,0.0,0.0,"0.0, 0.0"
44849,1998,39599,H5,186.1,Found,0.0,0.0,"0.0, 0.0"
44848,1998,39597,H5,20.69,Found,0.0,0.0,"0.0, 0.0"
44847,1998,39592,H4,4.02,Found,0.0,0.0,"0.0, 0.0"
44846,1998,39590,H4,4.78,Found,0.0,0.0,"0.0, 0.0"
44845,1998,39589,H4,6.74,Found,0.0,0.0,"0.0, 0.0"
44844,1998,39587,H4,38.31,Found,0.0,0.0,"0.0, 0.0"
44843,1998,39582,H5,14.7,Found,0.0,0.0,"0.0, 0.0"
44842,1998,39581,L5,3.37,Found,0.0,0.0,"0.0, 0.0"
44850,1998,39600,H5,72.16,Found,0.0,0.0,"0.0, 0.0"
44820,1998,39523,L3,6.31,Found,0.0,0.0,"0.0, 0.0"
44903,1998,39706,H5,604.1,Found,0.0,0.0,"0.0, 0.0"
44905,1998,39712,H4,6.82,Found,0.0,0.0,"0.0, 0.0"
44965,1998,39803,H5,17.37,Found,0.0,0.0,"0.0, 0.0"
44964,1998,39802,H5,7.27,Found,0.0,0.0,"0.0, 0.0"
44963,1998,39801,H6,6.62,Found,0.0,0.0,"0.0, 0.0"
44962,1998,39800,H6,6.18,Found,0.0,0.0,"0.0, 0.0"
44961,1998,39798,H6,5.8,Found,0.0,0.0,"0.0, 0.0"
44960,1998,39797,H6,7.19,Found,0.0,0.0,"0.0, 0.0"
44959,1998,39796,H6,8.37,Found,0.0,0.0,"0.0, 0.0"
44958,1998,39795,H6,20.24,Found,0.0,0.0,"0.0, 0.0"
44957,1998,39792,H6,4.36,Found,0.0,0.0,"0.0, 0.0"
44956,1998,39791,H6,7.6,Found,0.0,0.0,"0.0, 0.0"
44955,1998,39790,H6,15.29,Found,0.0,0.0,"0.0, 0.0"
